197.9166867854	2.67252757921e-27
207.2921779595	2.43624628901e-27
217.1117945695	2.22085490413e-27
227.3965752358	2.0245065236e-27
238.1685551976	1.84551753313e-27
249.4508135230	1.68235316872e-27
261.2675225563	1.53361435668e-27
273.6439997075	1.39802571704e-27
286.6067616948	1.27442462767e-27
300.1835813576	1.16175125523e-27
314.4035471591	1.05903946748e-27
329.2971255097	9.65408549054e-28
344.8962260406	8.8005564968e-28
361.2342699709	8.02248900005e-28
378.3462617132	7.31321136104e-28
396.2688638701	6.66664178797e-28
415.0404757850	6.07723618736e-28
434.7013158125	5.53994062552e-28
455.2935074867	5.05014799295e-28
476.8611697714	4.60365850009e-28
499.4505115855	4.1966436657e-28
523.1099308056	3.82561348904e-28
547.8901179594	3.48738652441e-28
573.8441648302	3.17906260146e-28
601.0276782070	2.89799795728e-28
629.4988990222	2.64178256715e-28
659.3188271334	2.40821947944e-28
690.5513520162	2.19530597758e-28
723.2633896484	2.00121640754e-28
757.5250258772	1.82428652348e-28
793.4096665797	1.66299921748e-28
830.9941949353	1.51597151091e-28
870.3591361485	1.38194269591e-28
911.5888299751	1.25976352525e-28
954.7716114208	1.14838635803e-28
1000.0000000000	1.04685617648e-28
